;CustomerID;count;min;max;mean;sum;categ_0;categ_1;categ_2;categ_3;categ_4;LastPurchase;FirstPurchase;cluster
104;12507;3;46,75;811,9;421,1866667;1263,56;33,80290607;0;9,615689006;31,8702713;24,71113362;64;228;6
105;12509;1;176,5;176,5;176,5;176,5;0;19,26345609;0;66,28895184;14,44759207;214;214;0
106;12510;2;301,52;681,05;491,285;982,57;23,7438554;23,10267971;5,404195121;43,07784687;4,671422901;72;255;0
107;12513;1;586,79;586,79;586,79;586,79;42,48538659;0;12,3042315;19,55554798;25,65483393;42;42;1
108;12514;1;1017,68;1017,68;1017,68;1017,68;32,4443833;32,99661976;11,05455546;13,48164452;10,02279695;197;197;2
109;12515;1;383,7;383,7;383,7;383,7;16,61454261;18,92103206;4,61297889;50,62548866;9,22595778;283;283;0
110;12516;2;583,2;728,86;656,03;1312,06;1,143240401;0;61,82644086;9,603219365;27,42709937;7;110;4
111;12517;3;379,25;771,75;633,5666667;1900,7;33,56658073;8,189088231;29,63276688;18,15383806;10,4577261;3;120;6
112;12518;2;324,83;524,9;424,865;849,73;38,04031869;8,432090193;21,53625269;20,17111318;11,82022525;7;40;6
113;12520;5;246,54;935,67;516,502;2582,51;30,86919315;8,64469063;14,82937143;32,70848903;13,4419615;9;203;6
114;12521;1;599,68;599,68;599,68;599,68;32,73412487;5,286152615;33,0743063;22,67876201;6,226654216;72;72;6
115;12523;8;102,95;204,75;142,76625;1142,13;21,84339786;6,636722615;19,71054083;38,25746631;13,55187238;9;261;6
116;12524;6;289,1;1094,33;520,4133333;3122,48;40,59849863;5,015244293;18,62141631;21,24433143;14,52050934;92;263;6
117;12526;1;520,3;520,3;520,3;520,3;44,01306938;2,854122622;25,13934269;18,30674611;9,6867192;24;24;1
118;12527;3;63,79;152,4;116,2366667;348,71;15,82977259;9,750222248;43,3426056;9,420435319;21,65696424;11;255;4
119;12528;4;229;493,53;319,0425;1276,17;19,79751914;22,19923678;9,708737864;40,58236755;7,712138665;44;242;0
120;12530;3;378;417,6;394,3333333;1183;10,92983939;5,714285714;34,42096365;36,08622147;12,84868977;53;266;6
121;12534;1;1089,18;1089,18;1089,18;1089,18;46,77647404;12,70221635;6,408490791;22,14969059;11,96312822;60;60;2
122;12535;2;344,9;371,45;358,175;716,35;9,576324422;27,6261604;8,543309835;48,55866546;5,69553989;21;116;0
123;12539;3;1085,99;1715,85;1505,896667;4517,69;25,70340152;12,5130321;19,35148273;37,5977546;4,834329049;192;263;2
124;12540;13;277,48;1380,11;801,3492308;10417,54;26,2488073;7,980770892;14,11273679;41,76341056;9,894274464;7;291;10
125;12541;2;223,74;312,4;268,07;536,14;46,3013392;2,769798933;8,896929906;18,75442981;23,27750214;103;210;1
126;12545;2;372,24;628,15;500,195;1000,39;51,6248663;11,76541149;1,769309969;27,01946241;7,82094983;5;189;1
127;12546;1;740,2;740,2;740,2;740,2;20,08916509;0;31,41042961;31,88327479;16,61713051;7;7;2
128;12547;2;48,4;159,4;103,9;207,8;28,87391723;0;14,72569779;26,94898941;29,45139557;127;210;6
129;12548;1;95,2;95,2;95,2;95,2;70,58823529;0;0;29,41176471;0;96;96;1
130;12550;1;964,83;964,83;964,83;964,83;31,66360913;16,8786211;12,1523999;27,66808661;11,63728325;9;9;2
131;12551;1;168;168;168;168;53,57142857;0;46,42857143;0;0;287;287;1
132;12553;7;6,3;664,01;340,47;2383,29;22,06613547;4,288189855;29,88935463;31,44812423;12,30819581;40;259;6
133;12556;1;308,75;308,75;308,75;308,75;27,08340081;24,7611336;15,00566802;20,01619433;13,13360324;81;81;6
134;12557;4;620;4146,34;2250,24;9000,96;25,13331911;0;0;73,96011092;0,906569966;88;301;2
135;12559;2;75,6;460,61;268,105;536,21;15,51630891;3,170399657;31,21911192;41,07532497;9,018854553;240;249;6
136;12560;2;144;1268,61;706,305;1412,61;26,69526621;5,741145822;12,07268814;38,67663403;16,81426579;42;73;6
137;12561;1;238,85;238,85;238,85;238,85;9,796943689;18,96587817;12,68578606;32,42620892;26,12518317;232;232;6
138;12562;4;388,64;650;498,4675;1993,87;30,19254014;5,99838505;35,83583684;19,52233596;8,450902015;11;128;6
139;12564;1;456,9;456,9;456,9;456,9;32,04202232;20,3873933;11,62179908;35,94878529;0;191;191;6
140;12565;1;131,17;131,17;131,17;131,17;58,54997332;8,370816498;15,74292902;13,49393916;3,842341999;218;218;1
141;12566;1;346,7;346,7;346,7;346,7;26,62244015;16,38304009;0;33,71791174;23,27660802;16;16;6
142;12567;8;286,34;1650,1;945,455;7563,64;27,9034962;17,89945053;14,70032947;31,9165111;7,580212702;26;299;6
143;12569;15;60,65;324,98;141,732;2125,98;22,39625961;11,03726282;16,84305591;41,40913837;8,314283295;22;182;10
144;12571;1;248,35;248,35;248,35;248,35;72,39782565;0;6,160660358;5,979464465;15,46204953;51;51;1
145;12573;1;160,54;160,54;160,54;160,54;15,51638221;6,197832316;58,02292264;6,16668743;14,09617541;157;157;4
146;12574;1;218,45;218,45;218,45;218,45;6,866559854;9,109636072;44,81574731;39,20805676;0;245;245;4
147;12576;4;154,8;275,7;231,925;927,7;54,61248248;1,072545004;10,52064245;16,24986526;17,54446481;25;234;1
148;12577;1;195,89;195,89;195,89;195,89;47,37352596;6,89162285;13,3493287;14,77870233;17,60682015;289;289;1
149;12578;1;1586,41;1586,41;1586,41;1586,41;30,39315183;6,561985867;24,23396222;30,89680474;7,914095347;260;260;2
150;12579;1;410,72;410,72;410,72;410,72;32,82528243;7,742500974;16,87280873;24,46922478;18,09018309;8;8;6
151;12580;1;415,7;415,7;415,7;415,7;46,6923262;4,763050277;13,51936493;17,03151311;17,99374549;176;176;1
152;12582;2;205,16;306,2;255,68;511,36;15,75406758;0;19,13720275;45,23232165;19,87640801;168;218;0
153;12583;11;243,1;855,86;455,1090909;5006,2;27,0476609;3,923135312;14,08853022;33,8050817;21,13559187;0;303;6
154;12584;5;12,75;453,73;186,498;932,49;3,242930219;39,45886819;6,327145599;50,97105599;0;10;210;0
155;12585;2;777,25;1207,26;992,255;1984,51;30,43421298;14,22517397;9,334798011;25,75446836;20,25134668;164;281;2
156;12589;1;131,5;131,5;131,5;131,5;41,6730038;0;0;33,07984791;25,24714829;74;74;1
157;12590;2;523;9338,38;4930,69;9861,38;14,93198721;28,80387938;19,30561443;28,96856221;7,989956781;141;141;3
158;12591;1;452,85;452,85;452,85;452,85;20,66909573;5,708291929;23,84895661;29,50204262;20,27161312;247;247;6
159;12592;2;205,8;231,8;218,8;437,6;65,05941499;0;5,347349177;8,226691042;21,36654479;22;143;1
160;12593;3;85,8;236;139,3666667;418,1;76,91939727;9,447500598;5,022721837;8,610380292;0;38;148;1
161;12594;8;28;721,95;313,9875;2511,9;35,65030455;2,68123731;44,78522234;10,96182173;5,921414069;51;252;4
162;12596;1;269,95;269,95;269,95;269,95;4,667531024;7,371735507;18,57751435;47,26801259;22,11520652;172;172;0
163;12597;2;516,15;912,66;714,405;1428,81;8,283816603;15,79636201;17,18073082;45,92283089;12,81625968;113;198;0
164;12598;5;36;700,46;385,148;1925,74;32,95875871;8,256566307;16,14236605;21,05684049;21,58546844;1;214;6
165;12599;6;78,6;201,86;142,84;857,04;30,92037711;0;8,541024923;19,95239429;40,58620368;56;234;7
166;12600;9;76,5;427,94;244,6066667;2201,46;9,15483361;65,92897441;8,200921207;14,34502557;2,370245201;14;301;5
167;12601;5;68,1;144,26;113,912;569,56;28,9732425;4,45080413;34,02626589;28,08308168;4,466605801;119;262;6
168;12604;2;75,68;178,5;127,09;254,18;43,19773389;0;11,09449996;18,76622866;26,94153749;9;191;1
169;12609;3;287,93;512,8;375,6166667;1126,85;22,49101478;13,52886365;22,31530372;28,87695789;12,78785996;8;248;6
170;12610;2;309,5;935,2;622,35;1244,7;26,91411585;10,81385073;15,91146461;35,59492247;10,76564634;36;56;6
171;12612;1;643,59;643,59;643,59;643,59;3,72908218;28,07688124;30,74939014;24,07588682;13,36875961;4;4;6
172;12613;4;18;803,66;365,63;1462,52;19,85613872;2,23586686;45,20143314;24,38257255;8,323988732;127;192;4
173;12614;1;315,6;315,6;315,6;315,6;12,02471483;43,20342205;9,69581749;35,07604563;0;207;207;5
174;12615;2;576,65;634,74;605,695;1211,39;25,48312269;8,197194958;32,25220614;20,75714675;13,31032946;1;98;6
175;12616;2;229,4;427,85;328,625;657,25;39,95435527;32,9707113;9,676683149;11,70787372;5,690376569;25;227;6
176;12619;6;199,8;688;394,4916667;2366,95;20,20194765;5,272608209;22,34943704;12,12953379;40,04647331;7;183;7
177;12620;2;377,66;561,66;469,66;939,32;47,12132181;7,675765447;17,91721671;13,73333901;13,55235702;10;134;1
178;12621;17;49,8;1209,8;657,8258824;11183,04;20,02264143;8,191869116;34,06560291;26,05597405;11,6639125;11;295;10
179;12622;1;180,1;180,1;180,1;180,1;10,99389228;0;29,87229317;47,80677401;11,32704053;162;162;0
180;12623;1;305,1;305,1;305,1;305,1;27,10586693;0;35,00491642;18,28908555;19,6001311;206;206;6
181;12624;2;299,94;341,19;320,565;641,13;31,60045545;18,27242525;9,35847644;24,65958542;16,10905745;36;107;6
182;12625;2;967,2;1652,22;1309,71;2619,42;20,05405777;5,562300051;29,2049385;28,93006849;16,24863519;141;249;2
183;12626;6;132,8;1062,84;756,9783333;4541,87;21,26062613;8,964369302;31,08675502;29,98764826;8,700601294;42;256;6
184;12627;5;72;819,26;545,566;2727,83;38,82353372;2,947397748;24,64303127;25,32599172;8,260045531;26;70;6
185;12633;3;219,2;1012,82;641,8;1925,4;13,99189779;16,26155604;26,86091202;22,37197465;20,5136595;59;217;6
186;12635;2;683,64;1005,54;844,59;1689,18;32,26654353;5,114907825;23,40543933;21,507477;17,70563232;19;84;2
187;12637;7;4,63;1502,03;798,6071429;5590,25;32,34613837;13,79562631;16,27762622;26,95943831;10,62117079;21;253;6
188;12639;1;486,1;486,1;486,1;486,1;37,95515326;5,317835836;13,5157375;39,50833162;3,702941782;168;168;6
189;12640;1;764,59;764,59;764,59;764,59;14,08598072;14,89687283;18,99580167;48,7254607;3,295884069;11;11;2
190;12641;1;185,9;185,9;185,9;185,9;28,64443249;9,144701452;16,46046261;38,64981173;7,100591716;45;45;6
191;12642;1;366,45;366,45;366,45;366,45;52,17628599;0;8,17028244;14,4494474;25,20398417;37;37;1
192;12643;6;202,48;1202,22;557,44;3344,64;34,08438576;13,90284156;39,03559127;9,059270953;3,917910448;58;262;6
193;12644;1;477,91;477,91;477,91;477,91;36,24113327;7,114310226;3,126111611;32,73628926;20,78215564;59;59;6
194;12645;3;369,3;492,16;430,3533333;1291,06;40,40865645;0;33,95659381;10,82831162;14,80643812;39;246;6
195;12647;11;85,5;545,9;304,6154545;3350,77;17,56163509;8,783055835;22,69448515;45,74650006;5,214323872;8;299;0
196;12648;1;318,05;318,05;318,05;318,05;38,54739821;24,35151706;9,243829587;16,09809778;11,75915737;84;84;6
197;12649;3;15,3;375;207,8366667;623,51;15,10801751;0;52,48352071;11,0423249;21,36613687;37;142;4
198;12651;1;114;114;114;114;13,15789474;15,65789474;0;28,55263158;42,63157895;264;264;7
199;12652;1;914,53;914,53;914,53;914,53;28,44958613;8,594578636;21,229484;29,82952992;11,89682132;261;261;2
200;12653;2;779,1;1430,75;1104,925;2209,85;26,98825712;12,46238432;14,08602394;37,97769079;8,485643822;78;226;2
201;12654;3;48,1;166,6;112,5833333;337,75;39,34863064;4,396743153;31,72464841;19,49666913;5,03330866;127;225;6
202;12656;4;541,2;1161,07;859,205;3436,82;43,82539673;5,761139658;22,30550334;25,67780681;2,430153456;2;163;6
203;12657;1;618,44;618,44;618,44;618,44;10,63967402;17,72201022;26,37927689;36,65674924;8,602289632;8;8;6
204;12662;7;261,48;493,68;374,4228571;2620,96;29,06187046;7,419037299;32,61438557;20,40855259;10,49615408;37;303;6
205;12664;4;319,6;661,58;569,27;2277,08;0,869534667;0;2,015739456;96,24519121;0,869534667;17;252;0
206;12665;1;63;63;63;63;71,42857143;0;0;28,57142857;0;254;254;1
207;12668;3;469,87;1410;963,2233333;2889,67;29,5625452;13,34235397;14,85429132;38,29156963;3,949239879;189;285;6
208;12669;2;471,43;1136,3;803,865;1607,73;34,48713403;5,181218239;15,72963122;23,90948729;20,69252922;80;186;6
209;12670;3;393,34;633,05;544,8233333;1634,47;36,58066529;13,72922109;23,84075572;17,16152637;8,687831529;28;162;6
210;12672;1;225,9;225,9;225,9;225,9;7,70252324;36,05577689;41,76626826;9,960159363;4,515272244;259;259;5
211;12673;1;220,9;220,9;220,9;220,9;30,55681304;19,33001358;21,11815301;6,790402897;22,20461747;256;256;6
212;12674;3;360,06;586,74;455,8533333;1367,56;16,06510866;4,729591389;15,8866887;45,30331393;18,01529732;21;137;0
213;12676;5;121,55;509,5;229,946;1149,73;26,14526889;19,90902212;24,44486967;19,11753194;10,38330739;0;241;6
214;12678;10;71,28;3243,13;864,03;8640,3;28,66694443;0,098376214;28,8890432;24,44764649;17,89798965;8;283;10
215;12679;3;94,32;756,81;321,15;963,45;47,86963517;11,8428564;12,76661996;25,40349785;2,117390627;17;213;1
216;12680;3;112,38;311,78;204,4533333;613,36;36,78100952;6,488848311;9,04851963;39,89500457;7,786617973;3;43;6
217;12681;16;331,39;1238,06;662,573125;10601,17;27,45885596;11,0921719;23,85453681;24,44588663;13,1485487;7;297;10
218;12682;22;99,6;835,11;399,9640909;8799,21;29,62425036;19,40969701;23,44426375;22,37587238;5,145916508;11;301;10
219;12683;12;24,9;1017,28;536,3975;6436,77;35,3596602;6,001457253;19,91138413;23,17233644;15,78586776;22;295;10
220;12684;4;30;489,1;344,87;1379,48;36,10055963;1,435323455;9,54707571;14,46922029;38,44782092;100;143;7
221;12685;3;222,6;1057,18;609,6733333;1829,02;31,21234322;2,977004079;23,08011941;32,50101147;10,22952182;5;23;6
222;12686;1;89,14;89,14;89,14;89,14;36,34731882;0;0;20,1929549;43,45972627;301;301;7
223;12688;1;4873,81;4873,81;4873,81;4873,81;29,57932295;11,52794221;17,98962208;26,2238372;14,67927556;43;43;9
224;12689;1;511,03;511,03;511,03;511,03;49,68397159;7,788192474;20,07709919;15,82098898;6,629747764;57;57;1
225;12690;1;389,01;389,01;389,01;389,01;18,66275931;25,42351096;22,77833475;33,13539498;0;135;135;6
226;12691;4;36;190,2;139,075;556,3;23,1349991;19,41398526;29,33668884;24,87866259;3,23566421;75;287;6
227;12693;4;162,05;228,87;207,74;830,96;18,24636565;36,19307789;14,41705979;29,40574757;1,737749109;57;249;5
228;12694;2;430,17;439,5;434,835;869,67;21,00796854;11,23414629;6,289742086;39,37700507;22,09113802;0;113;6
229;12695;2;89,25;244,65;166,95;333,9;8,984725966;53,09973046;0;19,40700809;18,50853549;37;140;5
230;12697;2;333,51;390,5;362,005;724,01;30,12389332;0;8,079998895;48,01729258;13,77881521;61;99;0
231;12700;2;1056,43;1056,62;1056,525;2113,05;37,41700386;3,066657202;18,46051915;25,43006555;15,62575424;86;145;2
232;12701;2;337,08;460,63;398,855;797,71;27,76447581;5,678755437;14,55416129;24,60167229;27,40093518;9;172;6
233;12703;1;274,7;274,7;274,7;274,7;33,96432472;0;31,50709865;19,05715326;15,47142337;1;1;6
234;12704;4;245,55;410,55;336,6175;1346,47;35,53736808;16,99629401;12,91228174;26,71429739;7,839758777;8;99;6
235;12705;5;835,57;1284,9;991,238;4956,19;26,10210666;12,40368105;26,79538113;19,65925439;15,03957677;7;287;2
